# Performance Monitoring Events for Intel Xeon Processors Based on the Skylake Microarchitecture - V1.22
# 3/27/2020 4:07:25 PM EVENT_STATUS Legend: None = 0x00, Deprecated = 0x01, Template = 0x02
UNIT	CODE	UMASK	PORT_MASK	FC_MASK	UMASK_EXT	NAME	DESCRIPTION	COUNTER	OTHER	FILTER	INTERNAL	FILTER_VALUE	EVENT_STATUS
iMC	0xA0	0x2	0x00	0x00	0x00	UNC_M_RD_CAS_PRIO.MED	Read CAS issued with MEDIUM priority	0,1,2,3	0x53	na	0	0	0x00
iMC	0xA0	0x4	0x00	0x00	0x00	UNC_M_RD_CAS_PRIO.HIGH	Read CAS issued with HIGH priority	0,1,2,3	0x53	na	0	0	0x00
iMC	0xA0	0x8	0x00	0x00	0x00	UNC_M_RD_CAS_PRIO.PANIC	Read CAS issued with PANIC NON ISOCH priority (starved)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xA1	0x1	0x00	0x00	0x00	UNC_M_BYP_CMDS.ACT	ACT command issued by 2 cycle bypass	0,1,2,3	0x53	na	0	0	0x00
iMC	0xA1	0x2	0x00	0x00	0x00	UNC_M_BYP_CMDS.CAS	CAS command issued by 2 cycle bypass	0,1,2,3	0x53	na	0	0	0x00
iMC	0xA1	0x4	0x00	0x00	0x00	UNC_M_BYP_CMDS.PRE	PRE command issued by 2 cycle bypass	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x0	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK0	RD_CAS Access to Rank 0; Bank 0	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x1	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK1	RD_CAS Access to Rank 0; Bank 1	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x10	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.ALLBANKS	RD_CAS Access to Rank 0; All Banks	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x11	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANKG0	RD_CAS Access to Rank 0; Bank Group 0 (Banks 0-3)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x12	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANKG1	RD_CAS Access to Rank 0; Bank Group 1 (Banks 4-7)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x13	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANKG2	RD_CAS Access to Rank 0; Bank Group 2 (Banks 8-11)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x14	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANKG3	RD_CAS Access to Rank 0; Bank Group 3 (Banks 12-15)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x2	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK2	RD_CAS Access to Rank 0; Bank 2	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x3	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK3	RD_CAS Access to Rank 0; Bank 3	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x4	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK4	RD_CAS Access to Rank 0; Bank 4	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x5	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK5	RD_CAS Access to Rank 0; Bank 5	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x6	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK6	RD_CAS Access to Rank 0; Bank 6	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x7	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK7	RD_CAS Access to Rank 0; Bank 7	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x8	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK8	RD_CAS Access to Rank 0; Bank 8	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0x9	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK9	RD_CAS Access to Rank 0; Bank 9	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0xA	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK10	RD_CAS Access to Rank 0; Bank 10	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0xB	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK11	RD_CAS Access to Rank 0; Bank 11	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0xC	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK12	RD_CAS Access to Rank 0; Bank 12	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0xD	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK13	RD_CAS Access to Rank 0; Bank 13	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0xE	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK14	RD_CAS Access to Rank 0; Bank 14	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB0	0xF	0x00	0x00	0x00	UNC_M_RD_CAS_RANK0.BANK15	RD_CAS Access to Rank 0; Bank 15	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x0	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK0	RD_CAS Access to Rank 1; Bank 0	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x1	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK1	RD_CAS Access to Rank 1; Bank 1	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x10	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.ALLBANKS	RD_CAS Access to Rank 1; All Banks	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x11	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANKG0	RD_CAS Access to Rank 1; Bank Group 0 (Banks 0-3)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x12	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANKG1	RD_CAS Access to Rank 1; Bank Group 1 (Banks 4-7)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x13	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANKG2	RD_CAS Access to Rank 1; Bank Group 2 (Banks 8-11)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x14	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANKG3	RD_CAS Access to Rank 1; Bank Group 3 (Banks 12-15)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x2	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK2	RD_CAS Access to Rank 1; Bank 2	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x3	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK3	RD_CAS Access to Rank 1; Bank 3	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x4	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK4	RD_CAS Access to Rank 1; Bank 4	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x5	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK5	RD_CAS Access to Rank 1; Bank 5	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x6	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK6	RD_CAS Access to Rank 1; Bank 6	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x7	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK7	RD_CAS Access to Rank 1; Bank 7	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x8	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK8	RD_CAS Access to Rank 1; Bank 8	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0x9	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK9	RD_CAS Access to Rank 1; Bank 9	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0xA	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK10	RD_CAS Access to Rank 1; Bank 10	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0xB	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK11	RD_CAS Access to Rank 1; Bank 11	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0xC	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK12	RD_CAS Access to Rank 1; Bank 12	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0xD	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK13	RD_CAS Access to Rank 1; Bank 13	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0xE	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK14	RD_CAS Access to Rank 1; Bank 14	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB1	0xF	0x00	0x00	0x00	UNC_M_RD_CAS_RANK1.BANK15	RD_CAS Access to Rank 1; Bank 15	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x0	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK0	RD_CAS Access to Rank 2; Bank 0	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x1	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK1	RD_CAS Access to Rank 2; Bank 1	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x10	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.ALLBANKS	RD_CAS Access to Rank 2; All Banks	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x11	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANKG0	RD_CAS Access to Rank 2; Bank Group 0 (Banks 0-3)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x12	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANKG1	RD_CAS Access to Rank 2; Bank Group 1 (Banks 4-7)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x13	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANKG2	RD_CAS Access to Rank 2; Bank Group 2 (Banks 8-11)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x14	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANKG3	RD_CAS Access to Rank 2; Bank Group 3 (Banks 12-15)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x2	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK2	RD_CAS Access to Rank 2; Bank 2	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x3	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK3	RD_CAS Access to Rank 2; Bank 3	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x4	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK4	RD_CAS Access to Rank 2; Bank 4	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x5	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK5	RD_CAS Access to Rank 2; Bank 5	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x6	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK6	RD_CAS Access to Rank 2; Bank 6	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x7	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK7	RD_CAS Access to Rank 2; Bank 7	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x8	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK8	RD_CAS Access to Rank 2; Bank 8	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0x9	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK9	RD_CAS Access to Rank 2; Bank 9	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0xA	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK10	RD_CAS Access to Rank 2; Bank 10	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0xB	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK11	RD_CAS Access to Rank 2; Bank 11	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0xC	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK12	RD_CAS Access to Rank 2; Bank 12	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0xD	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK13	RD_CAS Access to Rank 2; Bank 13	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0xE	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK14	RD_CAS Access to Rank 2; Bank 14	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB2	0xF	0x00	0x00	0x00	UNC_M_RD_CAS_RANK2.BANK15	RD_CAS Access to Rank 2; Bank 15	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x0	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK0	RD_CAS Access to Rank 3; Bank 0	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x1	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK1	RD_CAS Access to Rank 3; Bank 1	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x10	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.ALLBANKS	RD_CAS Access to Rank 3; All Banks	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x11	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANKG0	RD_CAS Access to Rank 3; Bank Group 0 (Banks 0-3)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x12	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANKG1	RD_CAS Access to Rank 3; Bank Group 1 (Banks 4-7)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x13	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANKG2	RD_CAS Access to Rank 3; Bank Group 2 (Banks 8-11)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x14	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANKG3	RD_CAS Access to Rank 3; Bank Group 3 (Banks 12-15)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x2	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK2	RD_CAS Access to Rank 3; Bank 2	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x3	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK3	RD_CAS Access to Rank 3; Bank 3	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x4	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK4	RD_CAS Access to Rank 3; Bank 4	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x5	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK5	RD_CAS Access to Rank 3; Bank 5	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x6	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK6	RD_CAS Access to Rank 3; Bank 6	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x7	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK7	RD_CAS Access to Rank 3; Bank 7	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x8	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK8	RD_CAS Access to Rank 3; Bank 8	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0x9	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK9	RD_CAS Access to Rank 3; Bank 9	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0xA	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK10	RD_CAS Access to Rank 3; Bank 10	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0xB	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK11	RD_CAS Access to Rank 3; Bank 11	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0xC	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK12	RD_CAS Access to Rank 3; Bank 12	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0xD	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK13	RD_CAS Access to Rank 3; Bank 13	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0xE	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK14	RD_CAS Access to Rank 3; Bank 14	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB3	0xF	0x00	0x00	0x00	UNC_M_RD_CAS_RANK3.BANK15	RD_CAS Access to Rank 3; Bank 15	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB4	0x0	0x00	0x00	0x00	UNC_M_RD_CAS_RANK4.BANK0	RD_CAS Access to Rank 4; Bank 0	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB4	0x1	0x00	0x00	0x00	UNC_M_RD_CAS_RANK4.BANK1	RD_CAS Access to Rank 4; Bank 1	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB4	0x10	0x00	0x00	0x00	UNC_M_RD_CAS_RANK4.ALLBANKS	RD_CAS Access to Rank 4; All Banks	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB4	0x11	0x00	0x00	0x00	UNC_M_RD_CAS_RANK4.BANKG0	RD_CAS Access to Rank 4; Bank Group 0 (Banks 0-3)	0,1,2,3	0x53	na	0	0	0x00
iMC	0xB4	0x12	0x00	0x00	0x00	UNC_M_RD_CAS_RANK4.BANKG1	RD_CAS Access to Rank 4; Bank Group 1 (Banks 4-7)	0,1,2,3	0x53	na	0	0	0x00
